ProductKey,ProductName,Category,Subcategory,product_status,q11,r11,c11_total,gp11,gm11_pct,q12,r12,c12_total,gp12,gm12_pct,revenue_change,gp_change,gm_pct_change,p11,c11,ugp11,p12,c12,ugp12,baseline_avg_ugp,price_effect,unit_cost_effect,volume_effect,mix_effect,reconciled_gp_change,residual
544,HL Mountain Pedal,Components,Pedals,NEW,0.0,0.0,0.0,0.0,0.0,27.0,1312.038,970.9092,341.1288,0.2599991768531094,1312.038,341.1288,0.2599991768531094,0.0,0.0,0.0,48.594,35.9596,12.6344,2.6635030771366432,0.0,0.0,71.91458308268938,269.21421691731064,341.1288,0.0
360,"Mountain-200 Black, 42",Bikes,Mountain Bikes,CONTINUING,61.0,74219.9756,67454.41,6765.5656,0.09115558911609235,732.0,896869.5725,809452.92,87416.6525,0.09746863443736686,822649.5969,80651.0869,0.006313045321274514,1216.7209114754098,1105.81,110.91091147540983,1225.231656420765,1105.81,119.42165642076503,2.6635030771366432,6229.8653,0.0,1787.2105647586877,72634.01103524132,80651.0869,1.85e-14
594,"Mountain-500 Silver, 48",Bikes,Mountain Bikes,NEW,0.0,0.0,0.0,0.0,0.0,15.0,5084.91,4623.2685,461.6415,0.09078656259402822,5084.91,461.6415,0.09078656259402822,0.0,0.0,0.0,338.994,308.2179,30.7761,2.6635030771366432,0.0,0.0,39.95254615704965,421.68895384295035,461.6415,0.0
342,"Road-650 Black, 52",Bikes,Road Bikes,DISCONTINUED,482.0,201869.9096,199136.5166,2733.393,0.013540368673152663,0.0,0.0,0.0,0.0,0.0,-201869.9096,-2733.393,-0.013540368673152663,418.8172398340249,413.1463,5.670939834024896,0.0,0.0,0.0,2.6635030771366432,0.0,0.0,-1283.8084831798622,-1449.5845168201379,-2733.393,1.66e-14
581,"Road-350-W Yellow, 42",Bikes,Road Bikes,NEW,0.0,0.0,0.0,0.0,0.0,44.0,44906.136,47630.44,-2724.304,-0.06066663139309069,44906.136,-2724.304,-0.06066663139309069,0.0,0.0,0.0,1020.594,1082.51,-61.916,2.6635030771366432,0.0,0.0,117.1941353940123,-2841.4981353940125,-2724.304,0.0
273,"LL Road Frame - Red, 62",Components,Road Frames,CONTINUING,38.0,7688.616,7111.9698,576.6462,0.075,334.0,67461.6703,62510.4714,4951.1989,0.07339277070938459,59773.0543,4374.5527,-0.001607229290615415,202.332,187.1571,15.1749,201.9810488023952,187.1571,14.82394880239521,2.6635030771366432,-117.2177,0.0,788.3969108324465,3703.3734891675535,4374.5527,-6.4e-15
472,"Classic Vest, M",Clothing,Vests,NEW,0.0,0.0,0.0,0.0,0.0,135.0,4892.9989,3206.115,1686.8839,0.34475460437973937,4892.9989,1686.8839,0.34475460437973937,0.0,0.0,0.0,36.2444362962963,23.749,12.495436296296296,2.6635030771366432,0.0,0.0,359.5729154134469,1327.310984586553,1686.8839,-5e-16
290,"HL Mountain Frame - Silver, 42",Components,Mountain Frames,NEW,0.0,0.0,0.0,0.0,0.0,14.0,11461.8,10460.8028,1000.9972,0.08733333333333333,11461.8,1000.9972,0.08733333333333333,0.0,0.0,0.0,818.7,747.2002,71.4998,2.6635030771366432,0.0,0.0,37.28904307991301,963.708156920087,1000.9972,0.0
327,"Road-650 Red, 44",Bikes,Road Bikes,CONTINUING,88.0,14469.6552,42830.1808,-28360.5256,-1.9600000973070872,1012.0,430168.2855,492547.0792,-62378.7937,-0.14501021066091588,415698.6303,-34018.2681,1.8149898866461713,164.4279,486.7066,-322.2787,425.0674757905138,486.7066,-61.63912420948617,2.6635030771366432,263767.2507,0.0,2461.0768432742584,-300246.59564327425,-34018.2681,-8e-15
419,LL Mountain Rear Wheel,Components,Wheels,CONTINUING,38.0,2000.586,1480.4344,520.1516,0.2599996201113074,210.0,11055.87,8181.348,2874.522,0.2599996201113074,9055.284,2354.3704,0.0,52.647,38.9588,13.6882,52.647,38.9588,13.6882,2.6635030771366432,0.0,0.0,458.12252926750267,1896.2478707324974,2354.3704,0.0
520,HL Road Seat/Saddle,Components,Saddles,NEW,0.0,0.0,0.0,0.0,0.0,12.0,379.008,280.4664,98.5416,0.2599987335359676,379.008,98.5416,0.2599987335359676,0.0,0.0,0.0,31.584,23.3722,8.2118,2.6635030771366432,0.0,0.0,31.962036925639723,66.57956307436028,98.5416,0.0
381,"Road-550-W Yellow, 38",Bikes,Road Bikes,CONTINUING,47.0,27485.2207,28465.5124,-980.2917,-0.03566613892971214,520.0,312136.5,314937.584,-2801.084,-0.008973907248911934,284651.2793,-1820.7923,0.026692231680800208,584.791929787234,605.6492,-20.857270212765957,600.2625,605.6492,-5.3867,2.6635030771366432,8044.696510638298,0.0,1259.8369554856324,-11125.32576612393,-1820.7923,2.2e-15
439,"HL Road Frame - Black, 44",Components,Road Frames,CONTINUING,18.0,14054.7276,13000.6224,1054.1052,0.07500004482477483,156.0,121807.6392,112672.0608,9135.5784,0.07500004482477483,107752.9116,8081.4732,0.0,780.8182,722.2568,58.5614,780.8182,722.2568,58.5614,2.6635030771366432,0.0,0.0,367.5634246448568,7713.909775355143,8081.4732,0.0
314,"Road-150 Red, 56",Bikes,Road Bikes,DISCONTINUED,258.0,553916.196,560193.9036,-6277.7076,-0.011333316565453883,0.0,0.0,0.0,0.0,0.0,-553916.196,6277.7076,0.011333316565453883,2146.962,2171.2942,-24.3322,0.0,0.0,0.0,2.6635030771366432,0.0,0.0,-687.183793901254,6964.891393901254,6277.7076,0.0
598,"Mountain-500 Black, 44",Bikes,Mountain Bikes,NEW,0.0,0.0,0.0,0.0,0.0,10.0,3239.94,2945.797,294.143,0.09078655777576128,3239.94,294.143,0.09078655777576128,0.0,0.0,0.0,323.994,294.5797,29.4143,2.6635030771366432,0.0,0.0,26.635030771366434,267.50796922863356,294.143,0.0
366,"Mountain-300 Black, 44",Bikes,Mountain Bikes,CONTINUING,35.0,22679.79,20945.239,1734.551,0.07648002913607224,513.0,332420.922,306997.3602,25423.5618,0.07648002913607224,309741.132,23689.0108,0.0,647.994,598.4354,49.5586,647.994,598.4354,49.5586,2.6635030771366432,0.0,0.0,1273.1544708713157,22415.856329128685,23689.0108,0.0
390,"Road-550-W Yellow, 48",Bikes,Road Bikes,NEW,0.0,0.0,0.0,0.0,0.0,46.0,30925.524,32801.6708,-1876.1468,-0.06066661311866534,30925.524,-1876.1468,-0.06066661311866534,0.0,0.0,0.0,672.294,713.0798,-40.7858,2.6635030771366432,0.0,0.0,122.5211415482856,-1998.6679415482856,-1876.1468,0.0
563,"Touring-1000 Yellow, 54",Bikes,Touring Bikes,NEW,0.0,0.0,0.0,0.0,0.0,2.0,1525.8048,2963.8758,-1438.071,-0.9424999842705961,1525.8048,-1438.071,-0.9424999842705961,0.0,0.0,0.0,762.9024,1481.9379,-719.0355,2.6635030771366432,0.0,0.0,5.3270061542732865,-1443.3980061542734,-1438.071,0.0
572,"Touring-3000 Yellow, 62",Bikes,Touring Bikes,NEW,0.0,0.0,0.0,0.0,0.0,30.0,8518.4664,13843.344,-5324.8776,-0.6250981514700815,8518.4664,-5324.8776,-0.6250981514700815,0.0,0.0,0.0,283.94888,461.4448,-177.49592,2.6635030771366432,0.0,0.0,79.9050923140993,-5404.782692314099,-5324.8776,0.0
494,"HL Touring Frame - Yellow, 46",Components,Touring Frames,NEW,0.0,0.0,0.0,0.0,0.0,11.0,6625.806,6619.1807,6.6253,0.0009999236319324773,6625.806,6.6253,0.0009999236319324773,0.0,0.0,0.0,602.346,601.7437,0.6023,2.6635030771366432,0.0,0.0,29.298533848503077,-22.673233848503077,6.6253,0.0
480,Patch Kit/8 Patches,Accessories,Tires and Tubes,NEW,0.0,0.0,0.0,0.0,0.0,60.0,82.44,51.39,31.05,0.37663755458515286,82.44,31.05,0.37663755458515286,0.0,0.0,0.0,1.374,0.8565,0.5175,2.6635030771366432,0.0,0.0,159.8101846281986,-128.7601846281986,31.05,0.0
370,"Road-250 Red, 52",Bikes,Road Bikes,CONTINUING,25.0,36650.25,37969.66,-1319.41,-0.03600002728494349,335.0,491113.35,508793.444,-17680.094,-0.03600002728494349,454463.1,-16360.684,0.0,1466.01,1518.7864,-52.7764,1466.01,1518.7864,-52.7764,2.6635030771366432,0.0,0.0,825.6859539123594,-17186.36995391236,-16360.684,0.0
460,"Men's Bib-Shorts, M",Clothing,Bib-Shorts,CONTINUING,105.0,5635.2458,3897.6945,1737.5513,0.3083363817067217,988.0,52729.3077,36675.4492,16053.8585,0.3044579798266534,47094.0619,14316.3072,-0.003878401880068244,53.66900761904762,37.1209,16.54810761904762,53.369744635627534,37.1209,16.24884463562753,2.6635030771366432,-295.6718276190475,0.0,2351.8732171116562,12260.105810507392,14316.3072,-4.02e-14
589,"Mountain-400-W Silver, 42",Bikes,Mountain Bikes,NEW,0.0,0.0,0.0,0.0,0.0,19.0,8772.186,7975.7896,796.3964,0.09078653826993636,8772.186,796.3964,0.09078653826993636,0.0,0.0,0.0,461.694,419.7784,41.9156,2.6635030771366432,0.0,0.0,50.60655846559622,745.7898415344038,796.3964,0.0
466,"Half-Finger Gloves, L",Clothing,Gloves,CONTINUING,13.0,183.6757,126.2768,57.3989,0.31250132706721684,189.0,2670.3621,1835.8704,834.4917,0.31250132706721684,2486.6864,777.0928,0.0,14.1289,9.7136,4.4153,14.1289,9.7136,4.4153,2.6635030771366432,0.0,0.0,468.7765415760492,308.3162584239508,777.0928,0.0
514,Rear Brakes,Components,Brakes,NEW,0.0,0.0,0.0,0.0,0.0,6.0,383.4,283.716,99.684,0.26,383.4,99.684,0.26,0.0,0.0,0.0,63.9,47.286,16.614,2.6635030771366432,0.0,0.0,15.981018462819861,83.70298153718014,99.684,0.0
224,AWC Logo Cap,Clothing,Caps,CONTINUING,149.0,749.6862,779.2253,-29.5391,-0.039401952443569054,1412.0,7161.8434,7384.3364,-222.493,-0.031066443033367638,6412.1572,-192.9539,0.008335509410201418,5.03145100671141,5.2297,-0.1982489932885906,5.072127053824363,5.2297,-0.15757294617563739,2.6635030771366432,57.43457852348992,0.0,3364.0043864235804,-3614.3928649470704,-192.9539,1.448989e-14
307,"HL Mountain Frame - Silver, 38",Components,Mountain Frames,DISCONTINUED,150.0,108389.235,93576.045,14813.19,0.1366666163849205,0.0,0.0,0.0,0.0,0.0,-108389.235,-14813.19,-0.1366666163849205,722.5949,623.8403,98.7546,0.0,0.0,0.0,2.6635030771366432,0.0,0.0,-399.52546157049653,-14413.664538429504,-14813.19,0.0
426,"ML Mountain Frame - Black, 40",Components,Mountain Frames,CONTINUING,9.0,1883.304,1672.3737,210.9303,0.11200013380739382,35.0,7323.96,6503.6755,820.2845,0.11200013380739382,5440.656,609.3542,0.0,209.256,185.8193,23.4367,209.256,185.8193,23.4367,2.6635030771366432,0.0,0.0,69.25108000555272,540.1031199944473,609.3542,0.0
557,ML Crankset,Components,Cranksets,NEW,0.0,0.0,0.0,0.0,0.0,9.0,1385.046,1024.9344,360.1116,0.2599997400808349,1385.046,360.1116,0.2599997400808349,0.0,0.0,0.0,153.894,113.8816,40.0124,2.6635030771366432,0.0,0.0,23.971527694229792,336.1400723057702,360.1116,0.0
414,ML Road Front Wheel,Components,Wheels,CONTINUING,51.0,7600.581,5624.4279,1976.1531,0.26000026840053414,352.0,52458.912,38819.5808,13639.3312,0.26000026840053414,44858.331,11663.1781,0.0,149.031,110.2829,38.7481,149.031,110.2829,38.7481,2.6635030771366432,0.0,0.0,801.7144262181297,10861.463673781871,11663.1781,0.0
368,"Road-250 Red, 44",Bikes,Road Bikes,CONTINUING,48.0,69441.9617,72901.7472,-3459.7855,-0.049822692436985117,540.0,787878.4873,820144.656,-32266.1687,-0.04095322974304543,718436.5256,-28806.3832,0.008869462693939687,1446.7075354166666,1518.7864,-72.07886458333333,1459.0342357407408,1518.7864,-59.75216425925926,2.6635030771366432,6656.418175,0.0,1310.4435139512286,-36773.24488895123,-28806.3832,2.36e-14
490,"Short-Sleeve Classic Jersey, L",Clothing,Jerseys,NEW,0.0,0.0,0.0,0.0,0.0,153.0,4755.0775,6360.5619,-1605.4844,-0.33763580088862905,4755.0775,-1605.4844,-0.33763580088862905,0.0,0.0,0.0,31.078937908496734,41.5723,-10.493362091503268,2.6635030771366432,0.0,0.0,407.51597080190646,-2013.0003708019065,-1605.4844,4e-15
421,HL Mountain Rear Wheel,Components,Wheels,CONTINUING,45.0,8834.805,6537.7575,2297.0475,0.2599997962603589,568.0,111134.4853,82521.028,28613.4573,0.25746695296927785,102299.6803,26316.4098,-0.0025328432910810424,196.329,145.2835,51.0455,195.6593051056338,145.2835,50.3758051056338,2.6635030771366432,-380.3867,0.0,1393.0121093424646,25303.784390657536,26316.4098,9.6e-15
548,Touring Pedal,Components,Pedals,NEW,0.0,0.0,0.0,0.0,0.0,14.0,680.316,503.4344,176.8816,0.2599991768531094,680.316,176.8816,0.2599991768531094,0.0,0.0,0.0,48.594,35.9596,12.6344,2.6635030771366432,0.0,0.0,37.28904307991301,139.592556920087,176.8816,0.0
505,"LL Touring Frame - Blue, 62",Components,Touring Frames,NEW,0.0,0.0,0.0,0.0,0.0,1.0,200.052,199.8519,0.2001,0.0010002399376162197,200.052,0.2001,0.0010002399376162197,0.0,0.0,0.0,200.052,199.8519,0.2001,2.6635030771366432,0.0,0.0,2.6635030771366432,-2.4634030771366433,0.2001,0.0
423,ML Road Rear Wheel,Components,Wheels,CONTINUING,3.0,495.693,366.8127,128.8803,0.26000024208532296,46.0,7600.626,5624.4614,1976.1646,0.26000024208532296,7104.933,1847.2843,0.0,165.231,122.2709,42.9601,165.231,122.2709,42.9601,2.6635030771366432,0.0,0.0,114.53063231687567,1732.7536676831244,1847.2843,0.0
456,"Women's Tights, S",Clothing,Tights,CONTINUING,141.0,6160.0461,4361.6094,1798.4367,0.2919518248410511,1330.0,58355.5985,41141.422,17214.1765,0.2949875751852669,52195.5524,15415.7398,0.00303575034421582,43.68827021276596,30.9334,12.754870212765958,43.87638984962406,30.9334,12.94298984962406,2.6635030771366432,250.19911702127672,0.0,3166.905158715469,11998.635524263254,15415.7398,-7.26e-14
294,"HL Mountain Frame - Silver, 46",Components,Mountain Frames,CONTINUING,4.0,2977.0908,2643.6568,333.434,0.11199994303163344,188.0,139923.2676,124251.8696,15671.398,0.11199994303163344,136946.1768,15337.964,0.0,744.2727,660.9142,83.3585,744.2727,660.9142,83.3585,2.6635030771366432,0.0,0.0,490.0845661931424,14847.879433806858,15337.964,0.0
587,"Mountain-400-W Silver, 38",Bikes,Mountain Bikes,NEW,0.0,0.0,0.0,0.0,0.0,24.0,11080.656,10074.6816,1005.9744,0.09078653826993636,11080.656,1005.9744,0.09078653826993636,0.0,0.0,0.0,461.694,419.7784,41.9156,2.6635030771366432,0.0,0.0,63.924073851279445,942.0503261487206,1005.9744,0.0
565,"Touring-3000 Blue, 54",Bikes,Touring Bikes,NEW,0.0,0.0,0.0,0.0,0.0,20.0,5678.9776,9228.896,-3549.9184,-0.6250981514700815,5678.9776,-3549.9184,-0.6250981514700815,0.0,0.0,0.0,283.94888,461.4448,-177.49592,2.6635030771366432,0.0,0.0,53.27006154273287,-3603.188461542733,-3549.9184,0.0
389,"Road-550-W Yellow, 48",Bikes,Road Bikes,CONTINUING,45.0,27011.8125,27254.214,-242.4015,-0.008973907248911934,548.0,327323.9418,331895.7616,-4571.8198,-0.01396726366809261,300312.1293,-4329.4183,-0.004993356419180675,600.2625,605.6492,-5.3867,597.3064631386861,605.6492,-8.342736861313869,2.6635030771366432,-1619.9082,0.0,1339.7420477997316,-4049.2521477997316,-4329.4183,-7.2e-15
382,"Road-550-W Yellow, 38",Bikes,Road Bikes,NEW,0.0,0.0,0.0,0.0,0.0,30.0,20168.82,21392.394,-1223.574,-0.06066661311866534,20168.82,-1223.574,-0.06066661311866534,0.0,0.0,0.0,672.294,713.0798,-40.7858,2.6635030771366432,0.0,0.0,79.9050923140993,-1303.4790923140993,-1223.574,0.0
262,"LL Road Frame - Red, 44",Components,Road Frames,DISCONTINUED,222.0,40834.2804,40289.8254,544.455,0.013333282591653067,0.0,0.0,0.0,0.0,0.0,-40834.2804,-544.455,-0.013333282591653067,183.9382,181.4857,2.4525,0.0,0.0,0.0,2.6635030771366432,0.0,0.0,-591.2976831243349,46.84268312433483,-544.455,0.0
359,"Mountain-200 Black, 38",Bikes,Mountain Bikes,NEW,0.0,0.0,0.0,0.0,0.0,43.0,59210.742,53835.1959,5375.5461,0.09078667009442307,59210.742,5375.5461,0.09078667009442307,0.0,0.0,0.0,1376.994,1251.9813,125.0127,2.6635030771366432,0.0,0.0,114.53063231687567,5261.015467683124,5375.5461,0.0
266,"LL Road Frame - Red, 52",Components,Road Frames,DISCONTINUED,5.0,919.691,907.4285,12.2625,0.013333282591653067,0.0,0.0,0.0,0.0,0.0,-919.691,-12.2625,-0.013333282591653067,183.9382,181.4857,2.4525,0.0,0.0,0.0,2.6635030771366432,0.0,0.0,-13.317515385683217,1.055015385683217,-12.2625,0.0
235,"Long-Sleeve Logo Jersey, XL",Clothing,Jerseys,DISCONTINUED,342.0,9863.4168,10849.7448,-986.328,-0.09999861305668438,0.0,0.0,0.0,0.0,0.0,-9863.4168,986.328,0.09999861305668438,28.8404,31.7244,-2.884,0.0,0.0,0.0,2.6635030771366432,0.0,0.0,-910.9180523807321,1897.246052380732,986.328,0.0
515,LL Mountain Seat/Saddle,Components,Saddles,NEW,0.0,0.0,0.0,0.0,0.0,24.0,390.528,288.9912,101.5368,0.25999877089478857,390.528,101.5368,0.25999877089478857,0.0,0.0,0.0,16.272,12.0413,4.2307,2.6635030771366432,0.0,0.0,63.924073851279445,37.61272614872056,101.5368,0.0
222,"Sport-100 Helmet, Blue",Accessories,Helmets,NEW,0.0,0.0,0.0,0.0,0.0,126.0,1686.3431,1648.8738,37.4693,0.022219262497649498,1686.3431,37.4693,0.022219262497649498,0.0,0.0,0.0,13.383675396825398,13.0863,0.2973753968253968,2.6635030771366432,0.0,0.0,335.6013877192171,-298.13208771921705,37.4693,-4e-19
571,"Touring-3000 Yellow, 58",Bikes,Touring Bikes,NEW,0.0,0.0,0.0,0.0,0.0,12.0,3407.3866,5537.3376,-2129.951,-0.6250981323927258,3407.3866,-2129.951,-0.6250981323927258,0.0,0.0,0.0,283.94888333333336,461.4448,-177.49591666666666,2.6635030771366432,0.0,0.0,31.962036925639723,-2161.9130369256395,-2129.951,4e-16
345,"Mountain-100 Silver, 42",Bikes,Mountain Bikes,DISCONTINUED,452.0,861073.3075,864293.7888,-3220.4813,-0.003740077960783844,0.0,0.0,0.0,0.0,0.0,-861073.3075,3220.4813,0.003740077960783844,1905.0294413716815,1912.1544,-7.124958628318584,0.0,0.0,0.0,2.6635030771366432,0.0,0.0,-1203.9033908657627,4424.384690865762,3220.4813,-1.32e-14
454,"Men's Sports Shorts, L",Clothing,Shorts,CONTINUING,16.0,575.904,395.9344,179.9696,0.31249930543979554,287.0,10330.278,7102.0733,3228.2047,0.31249930543979554,9754.374,3048.2351,0.0,35.994,24.7459,11.2481,35.994,24.7459,11.2481,2.6635030771366432,0.0,0.0,721.8093339040304,2326.4257660959697,3048.2351,0.0
601,LL Bottom Bracket,Components,Bottom Brackets,NEW,0.0,0.0,0.0,0.0,0.0,10.0,323.94,239.716,84.224,0.25999876520343274,323.94,84.224,0.25999876520343274,0.0,0.0,0.0,32.394,23.9716,8.4224,2.6635030771366432,0.0,0.0,26.635030771366434,57.588969228633566,84.224,0.0
488,"Short-Sleeve Classic Jersey, S",Clothing,Jerseys,NEW,0.0,0.0,0.0,0.0,0.0,94.0,2985.3231,3907.7962,-922.4731,-0.3090027675731314,2985.3231,-922.4731,-0.3090027675731314,0.0,0.0,0.0,31.758756382978724,41.5723,-9.813543617021276,2.6635030771366432,0.0,0.0,250.36928925084447,-1172.8423892508445,-922.4731,4e-16
387,"Road-550-W Yellow, 44",Bikes,Road Bikes,CONTINUING,15.0,9003.9375,9084.738,-80.8005,-0.008973907248911934,257.0,154267.4625,155651.8444,-1384.3819,-0.008973907248911934,145263.525,-1303.5814,0.0,600.2625,605.6492,-5.3867,600.2625,605.6492,-5.3867,2.6635030771366432,0.0,0.0,644.5677446670677,-1948.1491446670677,-1303.5814,0.0
518,LL Road Seat/Saddle,Components,Saddles,NEW,0.0,0.0,0.0,0.0,0.0,1.0,16.272,12.0413,4.2307,0.25999877089478857,16.272,4.2307,0.25999877089478857,0.0,0.0,0.0,16.272,12.0413,4.2307,2.6635030771366432,0.0,0.0,2.6635030771366432,1.5671969228633567,4.2307,0.0
315,"Road-450 Red, 58",Bikes,Road Bikes,DISCONTINUED,408.0,356363.0822,360960.9864,-4597.9042,-0.012902302257615843,0.0,0.0,0.0,0.0,0.0,-356363.0822,4597.9042,0.012902302257615843,873.4389269607843,884.7083,-11.269373039215687,0.0,0.0,0.0,2.6635030771366432,0.0,0.0,-1086.7092554717506,5684.613455471751,4597.9042,-1.04e-14
305,"HL Mountain Frame - Black, 38",Components,Mountain Frames,CONTINUING,9.0,6625.3095,5883.2739,742.0356,0.11200014127641886,186.0,136923.063,121587.6606,15335.4024,0.11200014127641886,130297.7535,14593.3668,0.0,736.1455,653.6971,82.4484,736.1455,653.6971,82.4484,2.6635030771366432,0.0,0.0,471.4400446531859,14121.926755346814,14593.3668,0.0
606,"Road-750 Black, 52",Bikes,Road Bikes,NEW,0.0,0.0,0.0,0.0,0.0,51.0,16318.9298,17526.1296,-1207.1998,-0.07397542699154205,16318.9298,-1207.1998,-0.07397542699154205,0.0,0.0,0.0,319.9790156862745,343.6496,-23.67058431372549,2.6635030771366432,0.0,0.0,135.83865693396882,-1343.0384569339687,-1207.1998,2e-16
319,"Road-450 Red, 52",Bikes,Road Bikes,DISCONTINUED,459.0,401530.446,406081.1097,-4550.6637,-0.011333296753292775,0.0,0.0,0.0,0.0,0.0,-401530.446,4550.6637,0.011333296753292775,874.794,884.7083,-9.9143,0.0,0.0,0.0,2.6635030771366432,0.0,0.0,-1222.5479124057192,5773.211612405719,4550.6637,0.0
230,"Long-Sleeve Logo Jersey, M",Clothing,Jerseys,CONTINUING,86.0,2442.2999,2500.9402,-58.6403,-0.02401027818082456,781.0,22378.5302,22712.0267,-333.4965,-0.0149025202736505,19936.2303,-274.8562,0.009107757907174057,28.39883604651163,29.0807,-0.6818639534883721,28.653687836107554,29.0807,-0.42701216389244556,2.6635030771366432,199.0392476744186,0.0,1851.1346386099672,-2325.0300862843856,-274.8562,8.1489e-15
597,"Mountain-500 Black, 42",Bikes,Mountain Bikes,NEW,0.0,0.0,0.0,0.0,0.0,21.0,6803.874,6186.1737,617.7003,0.09078655777576128,6803.874,617.7003,0.09078655777576128,0.0,0.0,0.0,323.994,294.5797,29.4143,2.6635030771366432,0.0,0.0,55.933564619869514,561.7667353801305,617.7003,0.0
417,"ML Road Frame-W - Yellow, 38",Components,Road Frames,CONTINUING,40.0,12978.108,12004.752,973.356,0.07499983818904882,326.0,105771.5802,97838.7288,7932.8514,0.07499983818904882,92793.4722,6959.4954,0.0,324.4527,300.1188,24.3339,324.4527,300.1188,24.3339,2.6635030771366432,0.0,0.0,761.76188006108,6197.73351993892,6959.4954,0.0
